Project Name,Package Name,Type Name,LCOM1,LCOM2,LCOM3,LCOM4,LCOM5,YALCOM
guava,com.google.common.graph,GraphsBridgeMethods,1.0,0.0,2.0,2.0,0.0,1.0
guava,com.google.common.graph,Traverser,357.0,336.0,23.0,20.0,0.9074074074074074,0.6785714285714286
guava,com.google.common.graph,Traversal,56.0,46.0,8.0,5.0,0.6363636363636364,0.4166666666666667
guava,com.google.common.graph,MutableNetwork,10.0,0.0,5.0,5.0,0.0,-1.0
guava,com.google.common.graph,DirectedGraphConnections,361.0,56.0,8.0,4.0,0.7420634920634921,0.08108108108108109
guava,com.google.common.graph,PredAndSucc,0.0,0.0,1.0,1.0,0.0,0.0
guava,com.google.common.graph,NodeConnection,0.0,0.0,1.0,1.0,-0.0,0.0
guava,com.google.common.graph,Pred,3.0,0.0,3.0,3.0,0.0,0.0
guava,com.google.common.graph,Succ,3.0,0.0,3.0,3.0,0.0,0.0
guava,com.google.common.graph,ValueGraph,231.0,0.0,22.0,22.0,0.0,-1.0
guava,com.google.common.graph,GraphConstants,0.0,0.0,1.0,1.0,0.0,0.0
guava,com.google.common.graph,AbstractNetwork,630.0,0.0,36.0,20.0,0.0,0.5555555555555556
guava,com.google.common.graph,ValueGraphBuilder,66.0,0.0,12.0,8.0,0.0,0.25
guava,com.google.common.graph,UndirectedNetworkConnections,10.0,0.0,5.0,5.0,0.0,0.6
guava,com.google.common.graph,EndpointPairIterator,7.0,0.0,1.0,1.0,0.6666666666666666,0.0
guava,com.google.common.graph,Directed,1.0,0.0,2.0,2.0,0.0,1.0
guava,com.google.common.graph,Undirected,0.0,0.0,1.0,1.0,-0.0,0.0
guava,com.google.common.graph,StandardValueGraph,169.0,148.0,10.0,2.0,0.8947368421052632,0.1
guava,com.google.common.graph,GraphConnections,36.0,0.0,9.0,9.0,0.0,-1.0
guava,com.google.common.graph,AbstractGraph,6.0,0.0,4.0,4.0,0.0,1.0
guava,com.google.common.graph,ForwardingValueGraph,171.0,0.0,19.0,1.0,0.0,0.0
guava,com.google.common.graph,StandardNetwork,184.0,158.0,7.0,1.0,0.8928571428571429,0.0
guava,com.google.common.graph,AbstractUndirectedNetworkConnections,45.0,35.0,7.0,3.0,0.6,0.2727272727272727
guava,com.google.common.graph,EndpointPair,291.0,204.0,15.0,10.0,0.5925925925925926,0.35714285714285715
guava,com.google.common.graph,Ordered,21.0,0.0,7.0,2.0,0.0,0.2857142857142857
guava,com.google.common.graph,Unordered,21.0,0.0,7.0,6.0,0.0,0.42857142857142855
guava,com.google.common.graph,NetworkBuilder,76.0,74.0,11.0,7.0,0.9444444444444445,0.46153846153846156
guava,com.google.common.graph,GraphBuilder,66.0,0.0,12.0,8.0,0.0,0.25
guava,com.google.common.graph,UndirectedGraphConnections,45.0,24.0,6.0,2.0,0.45454545454545453,0.16666666666666666
guava,com.google.common.graph,PredecessorsFunction,0.0,0.0,1.0,1.0,0.0,-1.0
guava,com.google.common.graph,ImmutableValueGraph,56.0,46.0,8.0,5.0,0.6363636363636364,0.4166666666666667
guava,com.google.common.graph,Builder,0.0,0.0,1.0,1.0,-0.0,0.0
guava,com.google.common.graph,SuccessorsFunction,0.0,0.0,1.0,1.0,0.0,-1.0
guava,com.google.common.graph,ImmutableGraph,55.0,44.0,7.0,4.0,0.7727272727272727,0.3333333333333333
guava,com.google.common.graph,Builder,0.0,0.0,1.0,1.0,-0.0,0.0
guava,com.google.common.graph,MapIteratorCache,60.0,15.0,4.0,2.0,0.5714285714285714,0.13333333333333333
guava,com.google.common.graph,AbstractDirectedNetworkConnections,24.0,0.0,2.0,2.0,0.4444444444444444,0.15384615384615385
guava,com.google.common.graph,DirectedMultiNetworkConnections,85.0,79.0,10.0,6.0,0.8461538461538461,0.35714285714285715
guava,com.google.common.graph,ForwardingGraph,120.0,0.0,16.0,1.0,0.0,0.0
guava,com.google.common.graph,Graph,136.0,0.0,17.0,17.0,0.0,-1.0
guava,com.google.common.graph,EdgesConnecting,9.0,8.0,4.0,1.0,0.75,0.0
guava,com.google.common.graph,NetworkConnections,66.0,0.0,12.0,12.0,0.0,-1.0
guava,com.google.common.graph,AbstractBaseGraph,153.0,0.0,18.0,8.0,0.0,0.4444444444444444
guava,com.google.common.graph,StandardMutableNetwork,28.0,0.0,8.0,3.0,0.0,0.25
guava,com.google.common.graph,ImmutableNetwork,95.0,85.0,11.0,4.0,0.7142857142857143,0.26666666666666666
guava,com.google.common.graph,Builder,0.0,0.0,1.0,1.0,-0.0,0.0
guava,com.google.common.graph,Network,406.0,0.0,29.0,29.0,0.0,-1.0
guava,com.google.common.graph,MapRetrievalCache,12.0,3.0,2.0,2.0,0.6666666666666666,0.2857142857142857
guava,com.google.common.graph,CacheEntry,0.0,0.0,1.0,1.0,0.0,0.0
guava,com.google.common.graph,IncidentEdgeSet,3.0,0.0,2.0,2.0,0.3333333333333333,0.5
guava,com.google.common.graph,StandardMutableGraph,13.0,0.0,3.0,1.0,0.2857142857142857,0.0
guava,com.google.common.graph,AbstractGraphBuilder,0.0,0.0,5.0,5.0,0.0,0.0
guava,com.google.common.graph,ForwardingNetwork,351.0,0.0,27.0,1.0,0.0,0.0
guava,com.google.common.graph,MutableGraph,15.0,0.0,6.0,6.0,0.0,-1.0
guava,com.google.common.graph,DirectedNetworkConnections,15.0,0.0,6.0,6.0,0.0,0.3333333333333333
guava,com.google.common.graph,InvalidatableSet,2.0,0.0,1.0,1.0,0.41666666666666663,0.0
guava,com.google.common.graph,MutableValueGraph,15.0,0.0,6.0,6.0,0.0,-1.0
guava,com.google.common.graph,MultiEdgesConnecting,0.0,0.0,1.0,1.0,0.16666666666666666,0.0
guava,com.google.common.graph,AbstractValueGraph,190.0,0.0,20.0,17.0,0.0,0.85
guava,com.google.common.graph,BaseGraph,105.0,0.0,15.0,15.0,0.0,-1.0
guava,com.google.common.graph,ElementOrder,52.0,26.0,6.0,6.0,0.5416666666666666,0.46153846153846156
guava,com.google.common.html,HtmlEscapers,1.0,0.0,2.0,2.0,1.0,1.0
guava,com.google.common.hash,SipHashFunction,32.0,0.0,4.0,4.0,0.8060606060606061,0.16666666666666666
guava,com.google.common.hash,SipHasher,6.0,0.0,1.0,1.0,0.6444444444444445,0.0
guava,com.google.common.hash,AbstractStreamingHasher,68.0,16.0,5.0,1.0,0.6888888888888888,0.0
guava,com.google.common.hash,HashingOutputStream,4.0,0.0,2.0,2.0,0.25,0.4
guava,com.google.common.hash,HashCode,786.0,626.0,21.0,7.0,0.9335548172757476,0.13636363636363635
guava,com.google.common.hash,IntHashCode,13.0,0.0,3.0,3.0,0.7142857142857143,0.375
guava,com.google.common.hash,LongHashCode,7.0,0.0,2.0,2.0,0.6428571428571429,0.25
guava,com.google.common.hash,BytesHashCode,0.0,0.0,1.0,1.0,0.5625,0.0
guava,com.google.common.hash,SneakyThrows,3.0,0.0,3.0,2.0,0.0,0.6666666666666666
guava,com.google.common.hash,AbstractNonStreamingHashFunction,126.0,116.0,13.0,10.0,0.75,0.5882352941176471
guava,com.google.common.hash,BufferingHasher,0.0,0.0,1.0,1.0,-0.0,0.0
guava,com.google.common.hash,ExposedByteArrayOutputStream,6.0,0.0,4.0,4.0,0.0,1.0
guava,com.google.common.hash,Funnels,536.0,477.0,17.0,17.0,0.9,0.4857142857142857
guava,com.google.common.hash,StringCharsetFunnel,14.0,0.0,2.0,2.0,0.75,0.2222222222222222
guava,com.google.common.hash,SerializedForm,0.0,0.0,1.0,1.0,1.0,0.0
guava,com.google.common.hash,SequentialFunnel,0.0,0.0,1.0,1.0,-0.0,0.0
guava,com.google.common.hash,SinkAsStream,0.0,0.0,1.0,1.0,-0.0,0.0
guava,com.google.common.hash,MacHashFunction,49.0,20.0,1.0,1.0,0.8333333333333334,0.0
guava,com.google.common.hash,MacHasher,5.0,0.0,1.0,1.0,0.5,0.0
guava,com.google.common.hash,Crc32cHashFunction,33.0,30.0,7.0,7.0,0.925,0.6666666666666666
guava,com.google.common.hash,Crc32cHasher,12.0,9.0,4.0,2.0,0.8444444444444444,0.3333333333333333
guava,com.google.common.hash,ImmutableSupplier,0.0,0.0,0.0,0.0,0.0,-1.0
guava,com.google.common.hash,AbstractHasher,78.0,0.0,13.0,7.0,0.0,0.5384615384615384
guava,com.google.common.hash,HashingInputStream,15.0,9.0,4.0,4.0,0.5,0.5714285714285714
guava,com.google.common.hash,Murmur3_128HashFunction,67.0,43.0,5.0,5.0,0.8846153846153846,0.2857142857142857
guava,com.google.common.hash,Murmur3_128Hasher,19.0,10.0,4.0,1.0,0.6904761904761906,0.0
guava,com.google.common.hash,MessageDigestHashFunction,66.0,0.0,5.0,5.0,0.8522727272727273,0.11764705882352941
guava,com.google.common.hash,SerializedForm,0.0,0.0,1.0,1.0,0.5,0.0
guava,com.google.common.hash,MessageDigestHasher,4.0,0.0,1.0,1.0,0.5333333333333333,0.0
guava,com.google.common.hash,ChecksumHashFunction,49.0,32.0,3.0,3.0,0.8787878787878788,0.25
guava,com.google.common.hash,ChecksumHasher,0.0,0.0,1.0,1.0,-0.0,0.0
guava,com.google.common.hash,ChecksumMethodHandles,3.0,0.0,3.0,2.0,1.0,0.6666666666666666
guava,com.google.common.hash,LittleEndianByteArray,276.0,0.0,24.0,24.0,0.9021739130434783,0.75
guava,com.google.common.hash,LittleEndianBytes,3.0,0.0,3.0,3.0,0.0,-1.0
guava,com.google.common.hash,Murmur3_32HashFunction,287.0,196.0,11.0,6.0,0.9365079365079365,0.21428571428571427
guava,com.google.common.hash,Murmur3_32Hasher,33.0,21.0,5.0,1.0,0.8,0.0
guava,com.google.common.hash,BloomFilter,222.0,0.0,11.0,7.0,0.85,0.12903225806451613
guava,com.google.common.hash,Strategy,3.0,0.0,3.0,3.0,0.0,-1.0
guava,com.google.common.hash,SerialForm,0.0,0.0,1.0,1.0,0.3999999999999999,0.0
guava,com.google.common.hash,AbstractHashFunction,36.0,0.0,9.0,3.0,0.0,0.3333333333333333
guava,com.google.common.hash,LockFreeBitArray,19.0,0.0,2.0,1.0,0.5833333333333334,0.0
guava,com.google.common.hash,Hasher,120.0,0.0,16.0,16.0,0.0,-1.0
guava,com.google.common.hash,PrimitiveSink,78.0,0.0,13.0,13.0,0.0,-1.0
guava,com.google.common.hash,HashFunction,55.0,0.0,11.0,11.0,0.0,-1.0
guava,com.google.common.hash,Java8Compatibility,10.0,0.0,5.0,5.0,0.0,1.0
guava,com.google.common.hash,Hashing,1367.0,1356.0,48.0,38.0,0.9903846153846154,0.7169811320754716
guava,com.google.common.hash,Md5Holder,0.0,0.0,0.0,0.0,0.0,-1.0
guava,com.google.common.hash,Sha1Holder,0.0,0.0,0.0,0.0,0.0,-1.0
guava,com.google.common.hash,Sha256Holder,0.0,0.0,0.0,0.0,0.0,-1.0
guava,com.google.common.hash,Sha384Holder,0.0,0.0,0.0,0.0,0.0,-1.0
guava,com.google.common.hash,Sha512Holder,0.0,0.0,0.0,0.0,0.0,-1.0
guava,com.google.common.hash,Crc32cMethodHandles,3.0,0.0,3.0,2.0,1.0,0.6666666666666666
guava,com.google.common.hash,ConcatenatedHashFunction,10.0,0.0,5.0,4.0,0.0,0.0
guava,com.google.common.hash,LinearCongruentialGenerator,0.0,0.0,1.0,1.0,-0.0,0.0
guava,com.google.common.hash,Fingerprint2011,45.0,0.0,10.0,3.0,0.911111111111111,0.3
guava,com.google.common.hash,FarmHashFingerprint64,55.0,0.0,11.0,3.0,0.9,0.2727272727272727
guava,com.google.common.hash,AbstractCompositeHashFunction,187.0,184.0,18.0,15.0,0.9736842105263158,0.75
guava,com.google.common.hash,AbstractByteHasher,68.0,58.0,9.0,3.0,0.6666666666666666,0.23076923076923078
guava,com.google.common.hash,Funnel,0.0,0.0,1.0,1.0,0.0,-1.0
guava,com.google.common.primitives,ImmutableDoubleArray,1312.0,1028.0,27.0,18.0,0.8341836734693878,0.22807017543859648
guava,com.google.common.primitives,Builder,24.0,3.0,4.0,1.0,0.3888888888888889,0.0
guava,com.google.common.primitives,AsList,10.0,0.0,2.0,1.0,0.1,0.0
guava,com.google.common.primitives,Ints,982.0,533.0,24.0,20.0,0.8773584905660378,0.3333333333333333
guava,com.google.common.primitives,IntConverter,6.0,0.0,4.0,4.0,1.1666666666666667,1.0
guava,com.google.common.primitives,IntArrayAsList,15.0,0.0,2.0,2.0,0.44642857142857145,0.13333333333333333
guava,com.google.common.primitives,UnsignedLong,57.0,0.0,4.0,1.0,0.86,0.0
guava,com.google.common.primitives,UnsignedInteger,119.0,28.0,8.0,1.0,0.875,0.0
guava,com.google.common.primitives,SignedBytes,66.0,0.0,12.0,11.0,1.0909090909090908,0.9166666666666666
guava,com.google.common.primitives,DoublesMethodsForWeb,0.0,0.0,0.0,0.0,0.0,-1.0
guava,com.google.common.primitives,UnsignedInts,253.0,0.0,23.0,10.0,0.9090909090909091,0.34782608695652173
guava,com.google.common.primitives,UnsignedLongs,231.0,0.0,22.0,8.0,1.0,0.36363636363636365
guava,com.google.common.primitives,ParseOverflowDetection,1.0,0.0,2.0,2.0,1.3333333333333335,1.0
guava,com.google.common.primitives,ParseRequest,1.0,1.0,2.0,2.0,1.0,1.0
guava,com.google.common.primitives,ShortsMethodsForWeb,0.0,0.0,0.0,0.0,0.0,-1.0
guava,com.google.common.primitives,Floats,709.0,290.0,19.0,17.0,0.851063829787234,0.3125
guava,com.google.common.primitives,FloatConverter,6.0,0.0,4.0,4.0,1.1666666666666667,1.0
guava,com.google.common.primitives,FloatArrayAsList,14.0,0.0,2.0,2.0,0.46153846153846156,0.14285714285714285
guava,com.google.common.primitives,Longs,982.0,533.0,24.0,20.0,0.8909853249475891,0.3333333333333333
guava,com.google.common.primitives,AsciiDigits,1.0,0.0,2.0,2.0,1.0,1.0
guava,com.google.common.primitives,LongConverter,6.0,0.0,4.0,4.0,1.1666666666666667,1.0
guava,com.google.common.primitives,LongArrayAsList,15.0,0.0,2.0,2.0,0.44642857142857145,0.13333333333333333
guava,com.google.common.primitives,Doubles,776.0,327.0,20.0,18.0,0.8673469387755102,0.32
guava,com.google.common.primitives,DoubleConverter,6.0,0.0,4.0,4.0,1.1666666666666667,1.0
guava,com.google.common.primitives,DoubleArrayAsList,15.0,0.0,2.0,2.0,0.44642857142857145,0.13333333333333333
guava,com.google.common.primitives,Shorts,856.0,437.0,22.0,19.0,0.8775,0.3333333333333333
guava,com.google.common.primitives,ShortConverter,6.0,0.0,4.0,4.0,1.1666666666666667,1.0
guava,com.google.common.primitives,ShortArrayAsList,14.0,0.0,2.0,2.0,0.46153846153846156,0.14285714285714285
guava,com.google.common.primitives,Bytes,176.0,0.0,7.0,5.0,0.6333333333333333,0.16129032258064516
guava,com.google.common.primitives,ByteArrayAsList,14.0,0.0,2.0,2.0,0.46153846153846156,0.14285714285714285
guava,com.google.common.primitives,Primitives,21.0,0.0,7.0,7.0,0.75,0.5714285714285714
guava,com.google.common.primitives,Booleans,538.0,215.0,13.0,11.0,0.7967479674796747,0.2619047619047619
guava,com.google.common.primitives,BooleanArrayAsList,14.0,0.0,2.0,2.0,0.46153846153846156,0.14285714285714285
guava,com.google.common.primitives,Chars,616.0,197.0,17.0,14.0,0.7822222222222223,0.30434782608695654
guava,com.google.common.primitives,CharArrayAsList,14.0,0.0,2.0,2.0,0.46153846153846156,0.14285714285714285
guava,com.google.common.primitives,ImmutableIntArray,1256.0,972.0,26.0,18.0,0.8311688311688312,0.23214285714285715
guava,com.google.common.primitives,Builder,24.0,3.0,4.0,4.0,0.3888888888888889,0.4
guava,com.google.common.primitives,AsList,10.0,0.0,2.0,2.0,0.1,0.18181818181818182
guava,com.google.common.primitives,IntsMethodsForWeb,0.0,0.0,0.0,0.0,0.0,-1.0
guava,com.google.common.primitives,UnsignedBytes,378.0,0.0,28.0,14.0,0.9953703703703703,0.4642857142857143
guava,com.google.common.primitives,LexicographicalComparatorHolder,15.0,0.0,6.0,6.0,1.04,1.0
guava,com.google.common.primitives,FloatsMethodsForWeb,0.0,0.0,0.0,0.0,0.0,-1.0
guava,com.google.common.primitives,ImmutableLongArray,1256.0,972.0,26.0,18.0,0.8311688311688312,0.23214285714285715
guava,com.google.common.primitives,Builder,24.0,3.0,4.0,4.0,0.3888888888888889,0.4
guava,com.google.common.primitives,AsList,10.0,0.0,2.0,2.0,0.1,0.18181818181818182
guava,com.google.common.cache,LongAddable,3.0,0.0,3.0,3.0,0.0,-1.0
guava,com.google.common.cache,RemovalNotification,0.0,0.0,1.0,1.0,0.6666666666666666,0.0
guava,com.google.common.cache,CacheBuilderSpec,365.0,324.0,15.0,12.0,0.9172932330827067,0.3793103448275862
guava,com.google.common.cache,ValueParser,0.0,0.0,1.0,1.0,0.0,-1.0
guava,com.google.common.cache,IntegerParser,1.0,0.0,2.0,1.0,0.0,0.0
guava,com.google.common.cache,LongParser,1.0,0.0,2.0,1.0,0.0,0.0
guava,com.google.common.cache,InitialCapacityParser,0.0,0.0,1.0,1.0,0.0,0.0
guava,com.google.common.cache,MaximumSizeParser,0.0,0.0,1.0,1.0,0.0,0.0
guava,com.google.common.cache,MaximumWeightParser,0.0,0.0,1.0,1.0,0.0,0.0
guava,com.google.common.cache,ConcurrencyLevelParser,0.0,0.0,1.0,1.0,0.0,0.0
guava,com.google.common.cache,KeyStrengthParser,0.0,0.0,1.0,1.0,-0.0,0.0
guava,com.google.common.cache,ValueStrengthParser,0.0,0.0,1.0,1.0,-0.0,0.0
guava,com.google.common.cache,RecordStatsParser,0.0,0.0,1.0,1.0,0.0,0.0
guava,com.google.common.cache,DurationParser,1.0,0.0,2.0,1.0,0.0,0.0
guava,com.google.common.cache,AccessDurationParser,0.0,0.0,1.0,1.0,0.0,0.0
guava,com.google.common.cache,WriteDurationParser,0.0,0.0,1.0,1.0,0.0,0.0
guava,com.google.common.cache,RefreshDurationParser,0.0,0.0,1.0,1.0,0.0,0.0
guava,com.google.common.cache,LoadingCache,15.0,0.0,6.0,6.0,0.0,-1.0
guava,com.google.common.cache,LocalCache,92064.0,84000.0,183.0,150.0,0.9885942714636741,0.24330357142857142
guava,com.google.common.cache,ValueReference,28.0,0.0,8.0,8.0,0.0,-1.0
guava,com.google.common.cache,AbstractReferenceEntry,136.0,0.0,17.0,17.0,0.0,1.0
guava,com.google.common.cache,StrongEntry,11.0,7.0,2.0,2.0,0.8,0.3333333333333333
guava,com.google.common.cache,StrongAccessEntry,18.0,15.0,4.0,4.0,0.8333333333333334,0.42857142857142855
guava,com.google.common.cache,StrongWriteEntry,18.0,15.0,4.0,4.0,0.8333333333333334,0.42857142857142855
guava,com.google.common.cache,StrongAccessWriteEntry,72.0,66.0,7.0,7.0,0.9166666666666666,0.38461538461538464
guava,com.google.common.cache,WeakEntry,145.0,137.0,13.0,13.0,0.9019607843137255,0.7222222222222222
guava,com.google.common.cache,WeakAccessEntry,18.0,15.0,4.0,4.0,0.8333333333333334,0.42857142857142855
guava,com.google.common.cache,WeakWriteEntry,18.0,15.0,4.0,4.0,0.8333333333333334,0.42857142857142855
guava,com.google.common.cache,WeakAccessWriteEntry,72.0,66.0,7.0,7.0,0.9166666666666666,0.38461538461538464
guava,com.google.common.cache,WeakValueReference,25.0,22.0,6.0,6.0,0.7142857142857143,0.75
guava,com.google.common.cache,SoftValueReference,25.0,22.0,6.0,6.0,0.7142857142857143,0.75
guava,com.google.common.cache,StrongValueReference,35.0,34.0,8.0,7.0,0.875,0.7777777777777778
guava,com.google.common.cache,WeightedWeakValueReference,0.0,0.0,1.0,1.0,-0.0,0.0
guava,com.google.common.cache,WeightedSoftValueReference,0.0,0.0,1.0,1.0,-0.0,0.0
guava,com.google.common.cache,WeightedStrongValueReference,0.0,0.0,1.0,1.0,-0.0,0.0
guava,com.google.common.cache,Segment,932.0,94.0,9.0,1.0,0.8571428571428571,0.0
guava,com.google.common.cache,LoadingValueReference,100.0,64.0,6.0,5.0,0.75,0.29411764705882354
guava,com.google.common.cache,ComputingValueReference,1.0,0.0,2.0,2.0,0.0,1.0
guava,com.google.common.cache,WriteQueue,90.0,60.0,7.0,6.0,0.8,0.375
guava,com.google.common.cache,AccessQueue,90.0,60.0,7.0,6.0,0.8,0.375
guava,com.google.common.cache,HashIterator,23.0,10.0,2.0,2.0,0.8035714285714286,0.2222222222222222
guava,com.google.common.cache,KeyIterator,0.0,0.0,1.0,1.0,0.0,0.0
guava,com.google.common.cache,ValueIterator,0.0,0.0,1.0,1.0,0.0,0.0
guava,com.google.common.cache,WriteThroughEntry,7.0,0.0,2.0,1.0,0.3333333333333333,0.0
guava,com.google.common.cache,EntryIterator,0.0,0.0,1.0,1.0,0.0,0.0
guava,com.google.common.cache,AbstractCacheSet,3.0,0.0,3.0,3.0,0.0,1.0
guava,com.google.common.cache,KeySet,3.0,0.0,3.0,3.0,0.0,1.0
guava,com.google.common.cache,Values,15.0,0.0,6.0,6.0,0.0,1.0
guava,com.google.common.cache,EntrySet,6.0,0.0,4.0,4.0,0.0,1.0
guava,com.google.common.cache,ManualSerializationProxy,9.0,3.0,2.0,1.0,0.6714285714285715,0.0
guava,com.google.common.cache,LoadingSerializationProxy,7.0,0.0,2.0,2.0,0.6428571428571429,0.25
guava,com.google.common.cache,LocalManualCache,45.0,0.0,4.0,4.0,0.625,0.23529411764705882
guava,com.google.common.cache,LocalLoadingCache,28.0,0.0,8.0,6.0,1.1428571428571428,0.375
guava,com.google.common.cache,AbstractLoadingCache,10.0,0.0,5.0,4.0,0.0,0.8
guava,com.google.common.cache,Cache,66.0,0.0,12.0,12.0,0.0,-1.0
guava,com.google.common.cache,CacheStats,50.0,0.0,1.0,1.0,0.5392156862745098,0.0
guava,com.google.common.cache,Weigher,0.0,0.0,1.0,1.0,0.0,-1.0
guava,com.google.common.cache,RemovalListeners,1.0,0.0,2.0,2.0,0.0,1.0
guava,com.google.common.cache,CacheBuilder,1537.0,1478.0,27.0,16.0,0.9622252747252747,0.2807017543859649
guava,com.google.common.cache,LoggerHolder,0.0,0.0,0.0,0.0,0.0,-1.0
guava,com.google.common.cache,CacheLoader,118.0,116.0,14.0,9.0,1.0,0.5625
guava,com.google.common.cache,FunctionToCacheLoader,0.0,0.0,1.0,1.0,1.0,0.0
guava,com.google.common.cache,SupplierToCacheLoader,0.0,0.0,1.0,1.0,1.0,0.0
guava,com.google.common.cache,UnsupportedLoadingOperationException,0.0,0.0,1.0,1.0,0.0,0.0
guava,com.google.common.cache,InvalidCacheLoadException,0.0,0.0,1.0,1.0,0.0,0.0
guava,com.google.common.cache,RemovalListener,0.0,0.0,1.0,1.0,0.0,-1.0
guava,com.google.common.cache,AbstractCache,339.0,327.0,21.0,19.0,0.9166666666666666,0.7037037037037037
guava,com.google.common.cache,StatsCounter,15.0,0.0,6.0,6.0,0.0,-1.0
guava,com.google.common.cache,SimpleStatsCounter,24.0,12.0,3.0,2.0,0.7291666666666667,0.2222222222222222
guava,com.google.common.cache,ReferenceEntry,136.0,0.0,17.0,17.0,0.0,-1.0
guava,com.google.common.cache,ForwardingCache,15.0,0.0,2.0,2.0,0.06666666666666667,0.125
guava,com.google.common.cache,SimpleForwardingCache,0.0,0.0,1.0,1.0,-0.0,0.0
guava,com.google.common.cache,LongAddables,0.0,0.0,1.0,1.0,0.0,0.0
guava,com.google.common.cache,JavaUtilConcurrentLongAdder,0.0,0.0,0.0,0.0,0.0,-1.0
guava,com.google.common.cache,ForwardingLoadingCache,8.0,0.0,2.0,2.0,0.125,0.2222222222222222
guava,com.google.common.cache,SimpleForwardingLoadingCache,0.0,0.0,1.0,1.0,-0.0,0.0
guava,com.google.common.escape,CharEscaperBuilder,22.0,16.0,4.0,2.0,0.7857142857142857,0.25
guava,com.google.common.escape,CharArrayDecorator,0.0,0.0,1.0,1.0,0.25,0.0
guava,com.google.common.escape,Escaper,3.0,3.0,3.0,3.0,1.0,1.0
guava,com.google.common.escape,Escapers,87.0,83.0,10.0,10.0,0.9358974358974359,0.7142857142857143
guava,com.google.common.escape,Builder,11.0,7.0,2.0,2.0,0.8,0.3333333333333333
guava,com.google.common.escape,UnicodeEscaper,21.0,0.0,7.0,2.0,1.0,0.2857142857142857
guava,com.google.common.escape,Platform,3.0,0.0,3.0,3.0,1.0,1.0
guava,com.google.common.escape,ArrayBasedEscaperMap,5.0,4.0,3.0,2.0,0.8333333333333334,0.5
guava,com.google.common.escape,ArrayBasedCharEscaper,4.0,0.0,2.0,1.0,0.375,0.0
guava,com.google.common.escape,CharEscaper,10.0,0.0,5.0,3.0,1.0,0.6
guava,com.google.common.escape,ArrayBasedUnicodeEscaper,7.0,0.0,2.0,1.0,0.5333333333333333,0.0
guava,com.google.common.io,AppendableWriter,9.0,0.0,1.0,1.0,0.5,0.0
guava,com.google.common.io,ReaderInputStream,32.0,19.0,4.0,1.0,0.8472222222222222,0.0
guava,com.google.common.io,CharSource,1153.0,1031.0,24.0,10.0,0.91,0.19607843137254902
guava,com.google.common.io,AsByteSource,0.0,0.0,1.0,1.0,-0.0,0.0
guava,com.google.common.io,CharSequenceCharSource,47.0,16.0,4.0,1.0,0.75,0.0
guava,com.google.common.io,StringCharSource,6.0,0.0,4.0,4.0,0.0,0.0
guava,com.google.common.io,EmptyCharSource,1.0,0.0,2.0,2.0,2.0,1.0
guava,com.google.common.io,ConcatenatedCharSource,0.0,0.0,1.0,1.0,-0.0,0.0
guava,com.google.common.io,ByteArrayDataInput,105.0,0.0,15.0,15.0,0.0,-1.0
guava,com.google.common.io,FileBackedOutputStream,106.0,76.0,7.0,3.0,0.8333333333333334,0.17647058823529413
guava,com.google.common.io,MemoryOutput,1.0,0.0,2.0,2.0,0.0,1.0
guava,com.google.common.io,MoreFiles,572.0,154.0,17.0,13.0,0.8333333333333333,0.24444444444444444
guava,com.google.common.io,PathByteSource,18.0,0.0,3.0,1.0,0.6388888888888888,0.0
guava,com.google.common.io,PathByteSink,0.0,0.0,1.0,1.0,-0.0,0.0
guava,com.google.common.io,ByteStreams,2081.0,1816.0,31.0,15.0,0.9352941176470588,0.18840579710144928
guava,com.google.common.io,ByteArrayDataInputStream,0.0,0.0,1.0,1.0,-0.0,0.0
guava,com.google.common.io,ByteArrayDataOutputStream,14.0,0.0,1.0,1.0,0.5,0.0
guava,com.google.common.io,LimitedInputStream,0.0,0.0,1.0,1.0,0.4166666666666667,0.0
guava,com.google.common.io,CharStreams,276.0,0.0,24.0,17.0,0.9565217391304348,0.7083333333333334
guava,com.google.common.io,NullWriter,55.0,0.0,11.0,11.0,1.1,1.0
guava,com.google.common.io,Resources,66.0,27.0,5.0,4.0,0.6428571428571429,0.26666666666666666
guava,com.google.common.io,UrlByteSource,0.0,0.0,1.0,1.0,-0.0,0.0
guava,com.google.common.io,MultiReader,4.0,0.0,1.0,1.0,0.5,0.0
guava,com.google.common.io,TempFileCreator,120.0,0.0,16.0,16.0,1.0,0.9375
guava,com.google.common.io,JavaNioCreator,21.0,0.0,7.0,6.0,1.0,0.8571428571428571
guava,com.google.common.io,PermissionSupplier,0.0,0.0,1.0,1.0,0.0,-1.0
guava,com.google.common.io,JavaIoCreator,1.0,0.0,2.0,2.0,1.0,1.0
guava,com.google.common.io,ThrowingCreator,1.0,0.0,2.0,2.0,-0.0,0.0
guava,com.google.common.io,Closeables,6.0,0.0,4.0,2.0,1.0,0.5
guava,com.google.common.io,CountingOutputStream,7.0,4.0,3.0,3.0,0.5,0.6
guava,com.google.common.io,ByteArrayDataOutput,105.0,0.0,15.0,15.0,0.0,-1.0
guava,com.google.common.io,Files,787.0,349.0,20.0,15.0,0.8612244897959185,0.28
guava,com.google.common.io,FileByteSource,5.0,0.0,2.0,1.0,0.2,0.0
guava,com.google.common.io,FileByteSink,0.0,0.0,1.0,1.0,-0.0,0.0
