Project Name,Package Name,Type Name,LCOM1,LCOM2,LCOM3,LCOM4,LCOM5,YALCOM
guava,com.google.common.io,CharSequenceReader,42.0,6.0,4.0,2.0,0.638888888888889,0.15384615384615385
guava,com.google.common.io,LittleEndianDataOutputStream,91.0,0.0,14.0,10.0,0.0,0.7142857142857143
guava,com.google.common.io,InsecureRecursiveDeleteException,0.0,0.0,1.0,1.0,0.0,0.0
guava,com.google.common.io,LineReader,1.0,0.0,1.0,1.0,0.75,0.0
guava,com.google.common.io,MultiInputStream,12.0,0.0,2.0,2.0,0.5714285714285714,0.25
guava,com.google.common.io,Closer,16.0,4.0,2.0,2.0,0.7857142857142857,0.25
guava,com.google.common.io,Suppressor,0.0,0.0,1.0,1.0,0.0,-1.0
guava,com.google.common.io,BaseEncoding,4845.0,3474.0,29.0,16.0,0.9433304272013949,0.11607142857142858
guava,com.google.common.io,DecodingException,0.0,0.0,1.0,1.0,0.0,0.0
guava,com.google.common.io,Alphabet,50.0,0.0,1.0,1.0,0.8074074074074074,0.0
guava,com.google.common.io,StandardBaseEncoding,87.0,0.0,6.0,6.0,0.8461538461538461,0.14814814814814814
guava,com.google.common.io,Base16Encoding,9.0,8.0,4.0,4.0,0.75,0.4
guava,com.google.common.io,Base64Encoding,10.0,0.0,5.0,5.0,0.0,0.0
guava,com.google.common.io,SeparatedBaseEncoding,2.0,0.0,1.0,1.0,0.17777777777777773,0.0
guava,com.google.common.io,ByteSink,30.0,24.0,6.0,2.0,0.625,0.2222222222222222
guava,com.google.common.io,AsCharSink,0.0,0.0,1.0,1.0,-0.0,0.0
guava,com.google.common.io,Flushables,3.0,0.0,3.0,2.0,0.5,0.6666666666666666
guava,com.google.common.io,ByteSource,1303.0,1066.0,25.0,8.0,0.8818181818181818,0.10714285714285714
guava,com.google.common.io,AsCharSource,0.0,0.0,1.0,1.0,-0.0,0.0
guava,com.google.common.io,SlicedByteSource,13.0,0.0,3.0,1.0,0.35714285714285715,0.0
guava,com.google.common.io,ByteArrayByteSource,12.0,0.0,2.0,1.0,0.27777777777777785,0.0
guava,com.google.common.io,EmptyByteSource,6.0,0.0,4.0,4.0,1.3333333333333333,1.0
guava,com.google.common.io,ConcatenatedByteSource,0.0,0.0,1.0,1.0,-0.0,0.0
guava,com.google.common.io,ByteProcessor,1.0,0.0,2.0,2.0,0.0,-1.0
guava,com.google.common.io,CharSink,45.0,0.0,10.0,3.0,0.0,0.3
guava,com.google.common.io,PatternFilenameFilter,2.0,1.0,2.0,2.0,0.5,0.6666666666666666
guava,com.google.common.io,LineBuffer,0.0,0.0,1.0,1.0,0.16666666666666666,0.0
guava,com.google.common.io,Java8Compatibility,21.0,0.0,7.0,7.0,0.0,1.0
guava,com.google.common.io,LineProcessor,1.0,0.0,2.0,2.0,0.0,-1.0
guava,com.google.common.io,LittleEndianDataInputStream,136.0,0.0,17.0,8.0,0.0,0.47058823529411764
guava,com.google.common.io,CountingInputStream,6.0,0.0,2.0,2.0,0.5,0.2857142857142857
guava,com.google.common.reflect,ClassPath,813.0,680.0,13.0,6.0,0.8953488372093024,0.13636363636363635
guava,com.google.common.reflect,ResourceInfo,22.0,0.0,3.0,1.0,0.5925925925925926,0.0
guava,com.google.common.reflect,ClassInfo,0.0,0.0,1.0,1.0,-0.0,0.0
guava,com.google.common.reflect,LocationInfo,46.0,26.0,5.0,4.0,0.6363636363636364,0.3333333333333333
guava,com.google.common.reflect,TypeToken,6547.0,5954.0,64.0,29.0,0.9718240237271378,0.24166666666666667
guava,com.google.common.reflect,TypeSet,10.0,10.0,5.0,5.0,1.125,1.0
guava,com.google.common.reflect,InterfaceSet,11.0,7.0,3.0,3.0,0.8666666666666666,0.5
guava,com.google.common.reflect,ClassSet,7.0,4.0,3.0,3.0,0.875,0.6
guava,com.google.common.reflect,Bounds,0.0,0.0,1.0,1.0,-0.0,0.0
guava,com.google.common.reflect,SimpleTypeToken,0.0,0.0,1.0,1.0,0.0,0.0
guava,com.google.common.reflect,TypeCollector,204.0,198.0,18.0,17.0,0.9833333333333334,0.8095238095238095
guava,com.google.common.reflect,ForwardingTypeCollector,0.0,0.0,1.0,1.0,-0.0,0.0
guava,com.google.common.reflect,TypeToInstanceMap,6.0,0.0,4.0,4.0,0.0,-1.0
guava,com.google.common.reflect,Types,2049.0,1887.0,29.0,17.0,0.9545454545454546,0.2537313432835821
guava,com.google.common.reflect,LocalClass,0.0,0.0,0.0,0.0,0.0,-1.0
guava,com.google.common.reflect,GenericArrayTypeImpl,4.0,0.0,2.0,1.0,0.75,0.0
guava,com.google.common.reflect,ParameterizedTypeImpl,9.0,0.0,2.0,1.0,0.6666666666666666,0.0
guava,com.google.common.reflect,TypeVariableInvocationHandler,0.0,0.0,1.0,1.0,0.5,0.0
guava,com.google.common.reflect,TypeVariableImpl,8.0,0.0,1.0,1.0,0.5238095238095238,0.0
guava,com.google.common.reflect,WildcardTypeImpl,1.0,0.0,1.0,1.0,0.5333333333333333,0.0
guava,com.google.common.reflect,NativeTypeVariableEquals,0.0,0.0,0.0,0.0,0.0,-1.0
guava,com.google.common.reflect,MutableTypeToInstanceMap,177.0,164.0,14.0,13.0,0.8421052631578947,0.65
guava,com.google.common.reflect,UnmodifiableEntry,30.0,24.0,6.0,6.0,0.625,0.6666666666666666
guava,com.google.common.reflect,Invokable,2180.0,2014.0,35.0,13.0,0.9,0.18840579710144928
guava,com.google.common.reflect,MethodInvokable,10.0,0.0,2.0,2.0,0.1,0.18181818181818182
guava,com.google.common.reflect,ConstructorInvokable,21.0,0.0,3.0,3.0,0.18181818181818182,0.25
guava,com.google.common.reflect,TypeCapture,0.0,0.0,1.0,1.0,0.0,0.0
guava,com.google.common.reflect,ImmutableTypeToInstanceMap,99.0,93.0,11.0,10.0,0.8571428571428571,0.6666666666666666
guava,com.google.common.reflect,Builder,3.0,0.0,2.0,2.0,0.3333333333333333,0.5
guava,com.google.common.reflect,Parameter,70.0,49.0,4.0,3.0,0.8153846153846154,0.21428571428571427
guava,com.google.common.reflect,TypeVisitor,15.0,15.0,6.0,1.0,1.0,0.0
guava,com.google.common.reflect,TypeParameter,0.0,0.0,1.0,1.0,-0.0,0.0
guava,com.google.common.reflect,TypeResolver,938.0,841.0,21.0,13.0,0.9,0.2826086956521739
guava,com.google.common.reflect,TypeTable,9.0,3.0,3.0,2.0,0.4,0.3333333333333333
guava,com.google.common.reflect,TypeMappingIntrospector,14.0,13.0,5.0,4.0,0.8,0.6666666666666666
guava,com.google.common.reflect,WildcardCapturer,22.0,16.0,5.0,3.0,0.8571428571428571,0.375
guava,com.google.common.reflect,TypeVariableKey,11.0,1.0,3.0,2.0,0.3333333333333333,0.2857142857142857
guava,com.google.common.reflect,AbstractInvocationHandler,21.0,0.0,7.0,2.0,1.0,0.2857142857142857
guava,com.google.common.reflect,Reflection,10.0,0.0,5.0,5.0,0.0,1.0
guava,com.google.thirdparty.publicsuffix,TrieParser,6.0,0.0,4.0,2.0,0.6666666666666666,0.0
guava,com.google.thirdparty.publicsuffix,PublicSuffixPatterns,0.0,0.0,1.0,1.0,0.0,0.0
